Source,Target
totalizou,votos
votos,senhor
senhor,presidente
presidente,demonstrada
demonstrada,existência
existência,crime
crime,responsabilidade
responsabilidade,corrupção
corrupção,estrutural
estrutural,sistêmica
sistêmica,ofende
ofende,probidade
probidade,administração
administração,desgoverno
desgoverno,rondonienses
rondonienses,brasileiros
brasileiros,voto
voto,votou
votou,totalizou
totalizou,votos
votos,dignidade
dignidade,sonhos
sonhos,resgate
resgate,autoestima
autoestima,povo
povo,brasileiro
brasileiro,voto
voto,futuro
futuro,novas
novas,gerações
gerações,povo
povo,totalizou
totalizou,votos
votos,história
história,consciência
consciência,querida
querida,amada
amada,gratidão
gratidão,ministra
ministra,tirou
tirou,população
população,sofrio
sofrio,partido
partido,unificação
unificação,famílias
famílias,partidos
partidos,política
política,famílias
famílias,mulheres
mulheres,voto
voto,Presidente
Presidente,Aplausos
Aplausos,capichaba
capichaba,eleitores
eleitores,cidade
cidade,cacau
cacau,família
família,evangélic
evangélic,estado
estado,futuro
futuro,voto
voto,votou
votou,votos
votos,chamar
chamar,seguida
seguida,parlamentar
parlamentar,baldir
baldir,senhor
senhor,presidente
presidente,momento
momento,histórico
histórico,vivo
vivo,agradeço
agradeço,ter
ter,oportunidade
oportunidade,ajudar
ajudar,povo
povo,limpar
limpar,país
país,mazelas
mazelas,corrupção
corrupção,feitos
feitos,esposa
esposa,filho
filho,filha
filha,família
família,nação
nação,cidade
cidade,ooto
ooto,Senor
Senor,presente
presente,votou
votou,totalizou
totalizou,votos
votos,céo
céo,senhor
senhor,presidente
presidente,querida
querida,entorno
entorno,precisa
precisa,ação
ação,governamental
governamental,médicos
médicos,brasileiros
brasileiros,adud
adud,totalizou
totalizou,doente
doente,entendo
entendo,suficientes
suficientes,prosseguimento
prosseguimento,voto
voto,votou
votou,totalizou
totalizou,votos
votos,delegado
delegado,delegado
delegado,valir
valir,foge
foge,luta
luta,querida
querida,país
país,famílias
famílias,pessoas
pessoas,voto
voto,deleg
deleg,votou
votou,Total
Total,votos
votos,presidente
presidente,família
família,filhos
filhos,amando
amando,esposa
esposa,pais
pais,estado
estado,futuro
futuro,votou
votou,totalizou
totalizou,votos
votos,país
país,momento
momento,difícil
difícil,respeito
respeito,posicionamento
posicionamento,partido
partido,atendendo
atendendo,apelo
apelo,Povo
Povo,voto
voto,Presidente
Presidente,goi
goi,Total
Total,retomada
retomada,desenvolvimento
desenvolvimento,país
país,voto
voto,partido
partido,Estado
Estado,votou
votou,Total
Total,melhor
melhor,decente
decente,futuro
futuro,filhos
filhos,fim
fim,corrupção
corrupção,sujas
sujas,querida
querida,voto
voto,senhor
senhor,presidente
presidente,votou
votou,Total
Total,votos
votos,senhor
senhor,presidente
presidente,abençoe
abençoe,país
país,tenha
tenha,nação
nação,defesa
defesa,Estado
Estado,democrático
democrático,direito
direito,corrupção
corrupção,impunidade
impunidade,violência
violência,insegurança
insegurança,defesa
defesa,vida
vida,família
família,família
família,dignidade
dignidade,povo
povo,brasileiro
brasileiro,votos
votos,presidente
presidente,disse
disse,relatório
relatório,povo
povo,nov
nov,nova
nova,chance
chance,peç
peç,povo
povo,brasileiro
brasileiro,trabalho
trabalho,respeite
respeite,partir
partir,Parlamento
Parlamento,defendeu
defendeu,povo
povo,deputados
deputados,repúbl
repúbl,solidariedade
solidariedade,filha
filha,sobrinha
sobrinha,crianças
crianças,jovens
jovens,país
país,corretores
corretores,seguros
seguros,especial
especial,povo
povo,voto
voto,vivoa
vivoa,votou
votou,Total
Total,votos
votos,nação
nação,livre
livre,trabalhadores
trabalhadores,querido
querido,Estado
Estado,querida
querida,confiaram
confiaram,eleitores
eleitores,puseram
puseram,nome
nome,urna
urna,voto
voto,votos
votos,morar
morar,brasileiros
brasileiros,tiveram
tiveram,sonhos
sonhos,frustrados
frustrados,filha
filha,crescer
crescer,país
país,melhor
melhor,pai
pai,cresceu
cresceu,voto
voto,votou
votou,Total
Total,votos
votos,pmd
pmd,relatório
relatório,deputado
deputado,ar
ar,expectativa
expectativa,confiança
confiança,crescimento
crescimento,socioeconômico
socioeconômico,país
país,voto
voto,admissibilidade
admissibilidade,partido
partido,Estado
Estado,votou
votou,votos
votos,total
total,senhor
senhor,presidente
presidente,coerência
coerência,mandatos
mandatos,casa
casa,segunda
segunda,votando
votando,impítima
impítima,mãe
mãe,casa
casa,anos
anos,ausência
ausência,pai
pai,família
família,esposa
esposa,filhos
filhos,netos
netos,primeiro
primeiro,bisneto
bisneto,voto
voto,impeach
impeach,palestra
palestra,votou
votou,Total
Total,votos
votos,trabalhadores
trabalhadores,trabalhadoras
trabalhadoras,defesa
defesa,democracia
democracia,social
social,voto
voto,consciente
consciente,golpe
golpe,votos
votos,thgo
thgo,Presidente
Presidente,impeachment
impeachment,golpe
golpe,democracia
democracia,sólida
sólida,possibilita
possibilita,impeachment
impeachment,impit
impit,primeiro
primeiro,passo
passo,resgate
resgate,fim
fim,retrocesso
retrocesso,estado
estado,esposa
esposa,voto
voto,Presidente
Presidente,votou
votou,Total
Total,votos
votos,passamos
passamos,seguida
seguida,distrito
distrito,federal
federal,deputado
deputado,senhor
senhor,presidente
presidente,votos
votos,tivesse
tivesse,votos
votos,daria
daria,salvar
salvar,país
país,corrupção
corrupção,chama
chama,voto
voto,votou
votou,Total
Total,votos
votos,solidariedade
solidariedade,senhor
senhor,presidente
presidente,respeito
respeito,constituição
constituição,brasileira
brasileira,ajudei
ajudei,escrever
escrever,respeito
respeito,opinião
opinião,povo
povo,país
país,voto
voto,corrupção
corrupção,dilapidação
dilapidação,empresas
empresas,estatais
estatais,fundos
fundos,pensão
pensão,novo
novo,tempo
tempo,votou
votou,Total
Total,votos
votos,tem
tem,saída
saída,democracia
democracia,homenagem
homenagem,povo
povo,brasileiro
brasileiro,carrega
carrega,marcas
marcas,ausência
ausência,democracia
democracia,pele
pele,corrupção
corrupção,sentada
sentada,presidência
presidência,sessão
sessão,golpe
golpe,traição
traição,defesa
defesa,direitos
direitos,defesa
defesa,voto
voto,golpe
golpe,voto
voto,Deputado
Deputado,deputada
deputada,Érica
Érica,cocai
cocai,Total
Total,votos
votos,deputado
deputado,exci
exci,respeito
respeito,Constituição
Constituição,homenagem
homenagem,eleitores
eleitores,homenagem
homenagem,aniversário
aniversário,cidade
cidade,anos
anos,capital
capital,República
República,homenagem
homenagem,5:08:53
5:08:53,brasileiro
brasileiro,voto
voto,Dilma
Dilma,votou
votou,Total
Total,votos
votos,Deputado
Deputado,senhor
senhor,presidente
presidente,desculpe
desculpe,partido
partido,mãezinha
mãezinha,filhas
filhas,neto
neto,voto
voto,comprometido
comprometido,votou
votou,Total
Total,votos
votos,senhor
senhor,presidente
presidente,pais
pais,ensinaram
ensinaram,irmão
irmão,irmã
irmã,vida
vida,homenagem
homenagem,ordenamento
ordenamento,jurídico
jurídico,brasileiro
brasileiro,permite
permite,ampla
ampla,defesa
defesa,homenagem
homenagem,direito
direito,permite
permite,homenagem
homenagem,harmonia
harmonia,independência
independência,poderes
poderes,fundamental
fundamental,sistema
sistema,homenagem
homenagem,povo
povo,recebe
recebe,braços
braços,abertos
abertos,família
família,voto
voto,senhor
senhor,presidente
presidente,estado
estado,votou
votou,Total
Total,prz
prz,senhor
senhor,presidente
presidente,medo
medo,ter
ter,convicção
convicção,ampara
ampara,sessão
sessão,brasileiro
brasileiro,nação
nação,evangélica
evangélica,voto
voto,votou
votou,Deputado
Deputado,famílias
famílias,voltem
voltem,sonhar
sonhar,voltem
voltem,acreditar
acreditar,geração
geração,emprego
emprego,voltem
voltem,acreditar
acreditar,país
país,tem
tem,jeito
jeito,voto
voto,votou
votou,Total
Total,votos
votos,chamar
chamar,chamaremos
chamaremos,senhor
senhor,presidente
presidente,eleito
eleito,estado
estado,jurei
jurei,respeitar
respeitar,honrar
honrar,vontade
vontade,eleitor
eleitor,respeito
respeito,vontade
vontade,voto
voto,senhor
senhor,presidente
presidente,prb
prb,votou
votou,Total
Total,votos
votos,respeito
respeito,defesa
defesa,democracia
democracia,povo
povo,brasileiro
brasileiro,voto
voto,Total
Total,votos
votos,Deputado
Deputado,chegamos
chegamos,entra
entra,entra
entra,ren
ren,Deputado
Deputado,César
César,messas
messas,Total
Total,votos
votos,querido
querido,estado
estado,pdist
pdist,acompanharam
acompanharam,democracia
democracia,futuro
futuro,país
país,filhos
filhos,netos
netos,voto
voto,votou
votou,Total
Total,votos
votos,deputada
deputada,senhor
senhor,presidente
presidente,quero
quero,agradecer
agradecer,agradecer
agradecer,pai
pai,mãe
mãe,mostrou
mostrou,bom
bom,político
político,anda
anda,lado
lado,povo
povo,voto
voto,estado
estado,voto
voto,votou
votou,Total
Total,votos
votos,respeito
respeito,democracia
democracia,respeito
respeito,soberania
soberania,voto
voto,brasileiros
brasileiros,respeito
respeito,constituição
constituição,lutando
lutando,recuar
recuar,cair
cair,temer
temer,voto
voto,golpe
golpe,senhor
senhor,presidente
presidente,deputado
deputado,votos
votos,senhor
senhor,presidente
presidente,contrário
contrário,querem
querem,fazer
fazer,crer
crer,eleição
eleição,dá
dá,direito
direito,saquear
saquear,país
país,melhor
melhor,esperança
esperança,população
população,novo
novo,futuro
futuro,paraas
paraas,novas
novas,gerações
gerações,voto
voto,favor
favor,família
família,estado
estado,impitma
impitma,roubalheira
roubalheira,ros
ros,votou
votou,Total
Total,votos
votos,senhor
senhor,presidente
presidente,falar
falar,tentar
tentar,aplicar
aplicar,golpe
golpe,mínimo
mínimo,hipocrisia
hipocrisia,trabalhadora
trabalhadora,conseguiu
conseguiu,colocar
colocar,tem
tem,carteira
carteira,assinada
assinada,trabalhador
trabalhador,conseguiu
conseguiu,colocar
colocar,filho
filho,conseguiu
conseguiu,colocar
colocar,filho
filho,trabalhador
trabalhador,rural
rural,recebeu
recebeu,energia
energia,elétrica
elétrica,casa
casa,fim
fim,hipocrisia
hipocrisia,voto
voto,Presidente
Presidente,votos
votos,seguida
seguida,parlamentar
parlamentar,amigos
amigos,melhor
melhor,estado
estado,voto
voto,gaguim
gaguim,votou
votou,totalizou
totalizou,votos
votos,devolver
devolver,esperança
esperança,brasileiro
brasileiro,povo
povo,estado
estado,toc
toc,cidade
cidade,memória
memória,irmão
irmão,ensinou
ensinou,combater
combater,corrupção
corrupção,voto
voto,votou
votou,totalizou
totalizou,votos
votos,presidente
presidente,confecção
confecção,conhecendo
conhecendo,municípios
municípios,estado
estado,votou
votou,totalizou
totalizou,votos
votos,Estado
Estado,respeito
respeito,democracia
democracia,respe
respe,brasileiros
brasileiros,presidente
presidente,voto
voto,Total
Total,votos
votos,senhor
senhor,presidente
presidente,legalidade
legalidade,moralidade
moralidade,retomada
retomada,crescimento
crescimento,voto
voto,votou
votou,desculpe
desculpe,votou
votou,totalizou
totalizou,votos
votos,respeito
respeito,partido
partido,progressista
progressista,respeito
respeito,estado
estado,recuperação
recuperação,economia
economia,brasileira
brasileira,voto
voto,votou
votou,Total
Total,votos
votos,professora
professora,cabra
cabra,democracia
democracia,tranquilidade
tranquilidade,consciência
consciência,plena
plena,voto
voto,família
família,professora
professora,votou
votou,pertence
pertence,totalizou
totalizou,votos
votos,senhor
senhor,presidente
presidente,falar
falar,moralidade
moralidade,falar
falar,boa
boa,política
política,fácil
fácil,microfone
microfone,gosto
gosto,ver
ver,prática
prática,estado
estado,venho
venho,Estado
Estado,vezes
vezes,história
história,tivemos
tivemos,tristeza
tristeza,ver
ver,governos
governos,cado
cado,meio
meio,Mandato
Mandato,primeiro
primeiro,sinal
sinal,governador
governador,caçado
caçado,satisfeito
satisfeito,corte
corte,segunda
segunda,vez
vez,temos
temos,gritaria
gritaria,respeito
respeito,segunda
segunda,vez
vez,afastado
afastado,sei
sei,pras
pras,instituições
instituições,respeito
respeito,voto
voto,popular
popular,respeito
respeito,segurança
segurança,instituições
instituições,voto
voto,Deputado
Deputado,chamar
chamar,segida
segida,primeiro
primeiro,parlamentar
parlamentar,saqu
saqu,estado
estado,querida
querida,família
família,especial
especial,mulher
mulher,momento
momento,luta
luta,vida
vida,votou
votou,senhor
senhor,presidente
presidente,cadeia
cadeia,ditadura
ditadura,anos
anos,fundar
fundar,membro
membro,direção
direção,Nacional
Nacional,partido
partido,partido
partido,unanimidade
unanimidade,apoiando
apoiando,voto
voto,pmd
pmd,senhor
senhor,presidente
presidente,justo
justo,mudança
mudança,retomada
retomada,novo
novo,caminho
caminho,Senor
Senor,Presidente
Presidente,amo
amo,brasileiros
brasileiros,ruas
ruas,matogrossenses
matogrossenses,voto
voto,votou
votou,votos
votos,nson
nson,colegas
colegas,deputados
deputados,deputadas
deputadas,partidos
partidos,chegou
chegou,juízo
juízo,final
final,luta
luta,ano
ano,falando
falando,impeach
impeach,ocorrer
ocorrer,ilumine
ilumine,país
país,pária
pária,unida
unida,dividir
dividir,nome
nome,família
família,cidade
cidade,votou
votou,Total
Total,votos
votos,nome
