#Sentença,Texto da Sentença,Polaridade,Subjetividade
966,direitos indígenas defesa reforma agrária defesa,0.0,0.0
967,agricultura familiar defesa defesa golpe tramado presidente casa vice-presidente nton totalizando votos saudando trabalhadores trabalhadoras ruas defesa democracia momento ocupam defesa tomei posse jurei defender fazer defesa voto,0.375,0.5
968,partido pcdb partido tem história princípio coerência lado coragem pcdb vota golpe vota totalizando votos senhor presidente tenha país senhor presidente respeito,0.0,0.0
969,Fidelidade povo assembleiano trouxe Parlamento voto senhor presidente votou,0.0,0.0
970,Total votos,0.0,0.75
971,senhor presidente voto voto votos,0.0,0.0
972,solidariedade trabalhadores aposentados pessoas perderam emprego governo crescimento,0.0,0.0
973,Emprego boquinha fim boquinha voto senhor presidente forç,0.0,0.0
974,Total votos povo brasileiro golpe querem tirar pessoa urnas querem tirar t votos ataque feito tarde conspiração dirigida réu corrupção objetivo tirar direitos,0.0,0.75
975,Povo brasileiro conquistados governo voto vota totalizando votos,0.0,0.0
976,Deputado pastor ajuda família povo brasileiro meninos bem rua dizendo tem razão,0.0,0.0
977,Senor presidente tau quera tau,0.0,0.0
978,partido voto aach,0.0,0.0
979,Presidente votou Total votos deputada ren abre senhor presidente passaremos limo 5:57:59 voz povo ecoará casa povo família marido filhos digo impeachment votou votos deputado iar amor memória pai iar filha futuras gerações exercem cidadania voto,0.0,0.75
980,senhor presidente votou votos deputado trípoli senhor presidente eleitores estado disse quero agradecer eleitores recomendaram votassem senhor presidente votou votos senhor presidente povo brasileiro família família esposa filhos neto voto,0.0,0.0
981,Deputado 5:59:39 votou Total votos,0.0,0.75
982,Deputado senhor presidente merece chance merece oportunidade direção respeito povo amor nação brasileira voto abençoe senhor presidente votou,0.0,0.0
983,Total votos,0.0,0.75
984,senhor presidente,0.0,0.0
985,lado suplente representa futuro filhos futuro filhos brasileiros querido,0.0,0.0
986,Estado voto dei votou Total votos absoluto,0.0,0.75
987,respeito constituição esperança futuro país país melhor voto votou votos prb presidente presentes acho plenário tem conheça anos carreira,0.0,0.0
988,cidades estados recebido carinho coisas tristes falaram fazer dedicar anos vida povo momento importante precisamos mudar estágio possível tenhamos desempregados povo morrendo hospitais faz vote prb votos,0.0,0.0
989,Deputado senhor presidente estado governado anos políticos honestos,0.0,0.0
990,partido região terra natal,0.0,0.0
991,brasileiros ruas clamar decência vida pública nova história varrer corruptos governo viver filhos netos senhor presidente autor votos deputado senhor presidente país voto simica cortou C direitos iguais brasileiros consciência tranquila diferente coração cheio esperanças luta melhor continuar democracia golpe voto totalizando votos senhor presidente caros,0.0,0.0
992,colegas voto vai governo institucionalizou corrupção país quero fazer homenagem brasileiros ruas reivindicando mudança mudança impeachment constituição estado voto senhor presidente votou votos,0.0,0.0
993,Deputado respeito,0.0,0.0
994,homenagem,0.0,0.0
995,jovens,0.0,0.0
996,trabalhadores ocuparam ruas últimos dias,0.0,0.0
997,Pregando decência ódio rancor homenagem trabalhadores dia decidiu decidiram construir história próprias mãos construindo instrumento luta política trabalho,0.0,0.0
998,partido trabalhadores voto impit presidente,0.0,0.0
999,Deputado votou totalizando votos vota perdão deputado vicentinho erro desculpa corrupto faço traidor classe trabalhadora oportunista nome família classe operária povo negro trabalhadores campo cidade nome dignidade presidenta aceito conio espúrio voto deputado vicentinho votou totalizando votos prb presente senhoras senhores deputados brasileiro governo errou apostar desordem governo errou acreditar progresso país casa votos deputados,0.0,0.0
1000,temos,0.0,0.0
1001,Presidente legitimidade podermos dar fim governo nome povo brasileiro nome Estado acolheu nome partido esposa filha tem anos sabem principais eleitoras dignidade trabalho voto simal prb votou total votos lip nome moradores sorocab querida região nome família nome pessoas esperando atendimento porta hospitais país corrupção mentira populismo favor volta empregos país voto afastamento,0.0,0.75
1002,presidente votou acumulado votos passamos,0.0,0.0
1003,seguida,0.0,0.0
1004,Ceará parar Presidente moralidade democracia país nome povo estado especial cidade bacab completa anos voto prosso votos,0.0,0.0
1005,senhor presidente direito certeza poder olhar espelho ficar paz consciência voto,0.0,0.0
1006,votou totalizando votos nome unidade partidária partido progressista milhares pessoas enganadas refinaria premmium milhares pessoas choraram mortes entes queridos bh15 nome estado Carrego costas coração olhando querido diga povo maranhense povo voto favor impit fufuca votou Total votos verde prb senhor presidente deputados brasileiros brasileiras possamos favor senhor presidente possa voltar fazer novo começo pode começar novo fazer novo fim prb segue unido abençoe impeachment,0.0,0.75
1007,Maranhão votou votos deputada senhor presidente combate corrupção ficou cristalizada governo nome força,0.0,0.0
1008,Maranhão nome força luí nome força,0.0,0.0
1009,gente nordestina voto impitma presidente votou Total votos respeito,0.0,0.75
1010,homens,0.0,0.0
1011,mulheres,0.0,0.0
1012,fizero deputado federal desenvolvimento país voto senhor presidente votou votos senhor presidente anos política disse político podia perder coisas coerência dignidade quinto mandato,0.0,0.0
1013,Governador prefeito capital euo coerência dignidade votando bem votou votos presidente defesa frágil democracia imatura democracia voto voto votou totalizando votos deputad senhor presidente quero pedir desculpas querido amigo grande,0.0,0.0
1014,Governador posso passar cação estranhíssima presto homenagem momento posso passar perseguições injustiças posso passar bloqueio governo federal governo,0.0,0.0
1015,Governador admiro,0.0,0.0
1016,Respeito desculpe voto,0.0,0.0
1017,Estado Maranhão votou totalizou votos marreca gostaria dizer fazendo democracia déssemos oportunidade rua urnas votarem escolherem presidente estaríamos fazendo democracia disse perder dignidade incoerência voto impit marreca pem votou totalizando votos,0.0,0.0
1018,Deputado filho,0.0,0.0
1019,Presidente família amigos,0.0,0.0
1020,colegas médicos povo querido estado deu oportunidade representá-lo momento histórico especial querida futuro melhor voto filho votou Total votos deputado demagogia senhor presidente voto deputado votou totalizando votos conseguiu hein Presidente governo avaliado deve julgado urnas deve apreciado pedalada decreto contag isor Marão Total votos,0.0,0.75
1021,Vot aach é forma coloco voto filho votou Total votos,0.0,0.75
1022,Deputado acreditando senhoras senhores deputados voto ajudará país ajudará melhorar país coragem carinho força cidade natal cidade homenagem únicas verdadeiras riquezas filhas volto votando votos acumulados,0.0,0.0
1023,Deputado primeiro vice-presidente casa vota mesa peço mesmo respeito voto,0.0,0.0
1024,mundo voto vice-presidente casa,0.0,0.0
1025,Senor senhor presidente deputados deputadas emocionados atentos respeitando consciências quero dizer partido progressista afirmou questão desacordo posição partido quero dizer presidente querido continuar pessoa presidente casa quero dizer governador estado sonhou mudança transformar estado defesa,0.0,0.0
1026,Constituição defesa golpe retificando voto deputado vald votos éon senhor presidente cheguei casa segundo mandato agradeço militância único partido militância percorri lutei lado sei tivesse defensor Constituição ousaria dizer tentativa golpe dada votou totalizando votos,0.0,0.0
1027,Deputado constituição jurei defender defesa democracia processo,0.0,0.0
1028,essência mérito aceito,0.0,0.0
1029,casa conta at presidência dupla temer senhor presidente,0.0,0.0
1030,Deputado votou totalizando votos passemos estado Ceará seguida parlamentar deputado gostaria pedir licença parlamentares casa senhor presidente reconhecer trabalho belíssimo ex-presidente fez dando oportunidade pessoas tinha governos anteriores,0.0,0.0
1031,quero pedir desculpas quero pedir desculpas ex-governador fez povo cearense presidenta,0.0,0.0
1032,Governador posso deixar atender pedidos redes termos nova oportunidade povo brasileiro oportunidade necessária economia desastrada desenfreada causou crise crise política causou economia desandada fazer parte orgulha partido fechado questão poderia emitir voto forma diferente voto partido progressista votos acumulados,0.0,0.0
1033,Deputado ausente senhor presidente defesa democracia defesa estado direito crescimento universidades federais institutos,0.0,0.0
1034,Federais,0.0,0.0
1035,população pobre país voto,0.0,0.0
1036,Deputado aristo votou totalizando votos dificuldade podemos deixar responsabilidade consciente decisão nome família povo maioria maioria homenagem povo nordestino respeitando decisão povo brasileiro voto,0.0,0.0
1037,Arão bezer,0.0,0.0
1038,votou totalizando votos,0.0,0.0
1039,Deputado está brasileiros sentiram receberam aviso prévio perda emprego perdendo querida precisa voltar volto sabo votou sim2 votos acumulados,0.0,0.0
1040,Deputado 8:25 palavra deputado pensei vinha reunião político encontro bons maridos Bons falo desonesto olha car vejo,0.0,0.0
1041,Vem cabra tiveram veij tiveram lava-jato tiveram imprensa tiveram páginas sociais nome brasileiros voto ditadura cidade deputado ceou Total 6:24:44 votos forte senhor presidente,0.0,0.75
1042,senhores deputados feito hom mulheres respeito povo,0.0,0.0
1043,mandou aal cov deic voto ter honradez povo precisa reconstruir esperança povo enganado castelo mentiras elegeu presidenta segundo mandato governo cometeu erros advogado geral reunião conseguiu defender indefensável garantir respeito 6:25:30 responsabilidade fiscal voto afastamento presidente forte votou,0.0,0.0
1044,Total votos solução país,0.0,0.75
1045,pode existir for apresentei casa apoio maioria casa projeto convoca plebiscito,0.0,0.0
1046,Popular população decida futuro solução pode respeitada país lutou democracia eleições indiretas favor democracia voto,0.6,0.9
1047,Neto votou totalizando votos,0.0,0.0
1048,Deputado genas solidariedade senhor presidente nome votos acreditaram nome povo brasileiro voto gen solidariedade votos deputada perira momento placar indica votos votos abstenções constituição brasileira corrupção país respeitando diminuição desigualdades sociais querendo eleição nova abster posso acreditar abstenho deputada cear abstenção votos senhor presidente telespectadores dei juventud defes liberdade,0.0,0.0
1049,Justiça direito,0.0,0.0
1050,democracia nome conquistamos respeito vi argumentos propagaram voto dizendo causa admissibilidade falou jogo chamada acusação presidente cometeu pedaladas fiscais sabemos grande hipocrisia nome democracia respeita nome dignidade povo brasileiro respeito presidente mulher honrada séria comprometida povo brasileiro euo cear votou totalizando votos senhores parlamentares brasileiros brasileiras cearenses importante momento nome ruas foto nome centenas milhares,0.0,0.0
1051,Fortaleza nome votos presidenta nome,0.0,0.0
1052,Humildes assistindo dizemos golpe democracia voto,0.0,0.0
1053,senhor presidente votou totalizando votos,0.0,0.0
1054,Deputado leónidas paramentares presentes irmãs irmãos ceares brasileiros,0.0,0.0
1055,Vejam acontecendo réu presidindo sessão fazer presidente honrada inocente pode acontecer merece voto,0.0,0.0
1056,Deputado leidas votou totalizando votos deputada,0.0,0.0
1057,Juventude brasileira país mulheres guerreiras,0.0,0.0
1058,população,0.0,0.0
1059,quilombola trabalhadores campo cidade,0.0,0.0
1060,pessoas deficiência países aquas ousam sonhar fim corrupção país continue esperança vencendo medo voto deputada lue votou totalizando votos,0.0,0.0
1061,Deputado,0.0,0.0
1062,Presidente diversidade é conhece caráter hom respito constituição democracia plena país votou totalizando votos deputado mouron democrat golpe,0.0,0.0
1063,Estado democrático direito constituição maravilhosos cearenses voto,0.0,0.0
